#TAXONOMY	Kingdom	Phylum	Class	Order	Family 	Genus	Species 
01d07fc9cfaaa259ffe76a9cbf38c970	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus_A	 Peptoniphilus_A harei_A
39f4876af6bc386633d1e89b7e788b31	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Gemellaceae	 Gemella	 Gemella asaccharolytica
058a3f191e6b5673c7243b666dcc76ed	Bacteria	 Bacillota_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 UBA4285	 UBA4285 sp902775895
7034b8fe365b4d2b658c2f4d732e5c85	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Unclassified
8678f52fbad32262a1dad766d0b301e8	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 breve
1f103610b35c10a7955f1f35b18ac5f3	Bacteria	 Actinomycetota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Atopobium	 Atopobium deltae
28f62b79cc749bf806ec28d119335605	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Actinomycetaceae	 ZJ293	 ZJ293 sp011751725
7a2c1e4d336ad43807c71d934deb30b5	Bacteria	 Actinomycetota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Fannyhessea	 Fannyhessea vaginae
15c50147137135e182872f246683223f	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
ebdf93f60468f844a5440c22b094718a	Bacteria	 Bacillota_A	 Clostridia	 Peptostreptococcales	 Peptostreptococcaceae	 Peptostreptococcus	 Peptostreptococcus sp000758885
